group,utterance_a,speaker_a,utterance_b,speaker_b,condition_b,similarity
different_speaker,2277-149896-0001,2277,7976-110124-0002,7976,original,0.2422497719526291
different_speaker,2277-149896-0001,2277,7976-110124-0003,7976,original,0.2908511459827423
different_speaker,2277-149896-0001,2277,7976-110124-0004,7976,original,0.17314983904361725
different_speaker,2277-149896-0001,2277,1988-147956-0000,1988,original,0.19258730113506317
different_speaker,2277-149896-0001,2277,1988-147956-0001,1988,original,0.23041725158691406
different_speaker,2277-149896-0001,2277,1988-147956-0002,1988,original,0.24642014503479004
different_speaker,2277-149896-0001,2277,1988-147956-0003,1988,original,0.07019247859716415
different_speaker,2277-149896-0001,2277,1988-147956-0004,1988,original,0.1865643709897995
same_speaker,2277-149896-0002,2277,2277-149896-0003,2277,original,0.7308306097984314
same_speaker,2277-149896-0002,2277,2277-149896-0004,2277,original,0.5692682266235352
different_speaker,2277-149896-0002,2277,2035-147960-0000,2035,original,0.13914063572883606
different_speaker,2277-149896-0002,2277,2035-147960-0001,2035,original,0.11857753992080688
different_speaker,2277-149896-0002,2277,2035-147960-0002,2035,original,0.1359672099351883
different_speaker,2277-149896-0002,2277,2035-147960-0003,2035,original,0.14796653389930725
different_speaker,2277-149896-0002,2277,2035-147960-0004,2035,original,0.13534897565841675
different_speaker,2277-149896-0002,2277,2086-149214-0000,2086,original,0.0069800796918570995
different_speaker,2277-149896-0002,2277,2086-149214-0001,2086,original,0.017441578209400177
different_speaker,2277-149896-0002,2277,2086-149214-0002,2086,original,0.056727826595306396
different_speaker,2277-149896-0002,2277,2086-149214-0003,2086,original,-0.028227953240275383
different_speaker,2277-149896-0002,2277,2086-149214-0004,2086,original,0.06448216736316681
different_speaker,2277-149896-0002,2277,7976-110124-0000,7976,original,0.08266831189393997
different_speaker,2277-149896-0002,2277,7976-110124-0001,7976,original,0.13552004098892212
different_speaker,2277-149896-0002,2277,7976-110124-0002,7976,original,0.16611039638519287
different_speaker,2277-149896-0002,2277,7976-110124-0003,7976,original,0.1969020962715149
different_speaker,2277-149896-0002,2277,7976-110124-0004,7976,original,0.07751759141683578
different_speaker,2277-149896-0002,2277,1988-147956-0000,1988,original,0.22491472959518433
different_speaker,2277-149896-0002,2277,1988-147956-0001,1988,original,0.2393631786108017
different_speaker,2277-149896-0002,2277,1988-147956-0002,1988,original,0.2016916573047638
different_speaker,2277-149896-0002,2277,1988-147956-0003,1988,original,0.12925985455513
different_speaker,2277-149896-0002,2277,1988-147956-0004,1988,original,0.21980446577072144
same_speaker,2277-149896-0003,2277,2277-149896-0004,2277,original,0.6139015555381775
different_speaker,2277-149896-0003,2277,2035-147960-0000,2035,original,0.1827305257320404
different_speaker,2277-149896-0003,2277,2035-147960-0001,2035,original,0.11452701687812805
different_speaker,2277-149896-0003,2277,2035-147960-0002,2035,original,0.16494596004486084
different_speaker,2277-149896-0003,2277,2035-147960-0003,2035,original,0.19222478568553925
different_speaker,2277-149896-0003,2277,2035-147960-0004,2035,original,0.14670290052890778
different_speaker,2277-149896-0003,2277,2086-149214-0000,2086,original,0.013132192194461823
different_speaker,2277-149896-0003,2277,2086-149214-0001,2086,original,0.0774451494216919
different_speaker,2277-149896-0003,2277,2086-149214-0002,2086,original,0.0765555202960968
different_speaker,2277-149896-0003,2277,2086-149214-0003,2086,original,0.02774301916360855
different_speaker,2277-149896-0003,2277,2086-149214-0004,2086,original,0.07533776760101318
different_speaker,2277-149896-0003,2277,7976-110124-0000,7976,original,0.16947247087955475
different_speaker,2277-149896-0003,2277,7976-110124-0001,7976,original,0.26347431540489197
different_speaker,2277-149896-0003,2277,7976-110124-0002,7976,original,0.23362873494625092
different_speaker,2277-149896-0003,2277,7976-110124-0003,7976,original,0.27148884534835815
different_speaker,2277-149896-0003,2277,7976-110124-0004,7976,original,0.18914280831813812
different_speaker,2277-149896-0003,2277,1988-147956-0000,1988,original,0.26611679792404175
different_speaker,2277-149896-0003,2277,1988-147956-0001,1988,original,0.2985761761665344
different_speaker,2277-149896-0003,2277,1988-147956-0002,1988,original,0.22903376817703247
different_speaker,2277-149896-0003,2277,1988-147956-0003,1988,original,0.18616339564323425
different_speaker,2277-149896-0003,2277,1988-147956-0004,1988,original,0.24300074577331543
different_speaker,2277-149896-0004,2277,2035-147960-0000,2035,original,0.24732056260108948
different_speaker,2277-149896-0004,2277,2035-147960-0001,2035,original,0.19716544449329376
different_speaker,2277-149896-0004,2277,2035-147960-0002,2035,original,0.2657770812511444
different_speaker,2277-149896-0004,2277,2035-147960-0003,2035,original,0.29894644021987915
different_speaker,2277-149896-0004,2277,2035-147960-0004,2035,original,0.26701679825782776
different_speaker,2277-149896-0004,2277,2086-149214-0000,2086,original,0.03539927676320076
different_speaker,2277-149896-0004,2277,2086-149214-0001,2086,original,0.05223865434527397
different_speaker,2277-149896-0004,2277,2086-149214-0002,2086,original,0.033197127282619476
different_speaker,2277-149896-0004,2277,2086-149214-0003,2086,original,0.021823830902576447
different_speaker,2277-149896-0004,2277,2086-149214-0004,2086,original,0.016319800168275833
different_speaker,2277-149896-0004,2277,7976-110124-0000,7976,original,0.07392893731594086
different_speaker,2277-149896-0004,2277,7976-110124-0001,7976,original,0.09670853614807129
different_speaker,2277-149896-0004,2277,7976-110124-0002,7976,original,0.14456242322921753
different_speaker,2277-149896-0004,2277,7976-110124-0003,7976,original,0.131500706076622
different_speaker,2277-149896-0004,2277,7976-110124-0004,7976,original,0.09881076216697693
different_speaker,2277-149896-0004,2277,1988-147956-0000,1988,original,0.3004229664802551
different_speaker,2277-149896-0004,2277,1988-147956-0001,1988,original,0.31450316309928894
different_speaker,2277-149896-0004,2277,1988-147956-0002,1988,original,0.2854962944984436
different_speaker,2277-149896-0004,2277,1988-147956-0003,1988,original,0.2366095334291458
different_speaker,2277-149896-0004,2277,1988-147956-0004,1988,original,0.2659725546836853
same_speaker,2035-147960-0000,2035,2035-147960-0001,2035,original,0.7534091472625732
same_speaker,2035-147960-0000,2035,2035-147960-0002,2035,original,0.7919618487358093
same_speaker,2035-147960-0000,2035,2035-147960-0003,2035,original,0.8302584886550903
same_speaker,2035-147960-0000,2035,2035-147960-0004,2035,original,0.7450074553489685
different_speaker,2035-147960-0000,2035,2086-149214-0000,2086,original,0.0838424563407898
different_speaker,2035-147960-0000,2035,2086-149214-0001,2086,original,0.14971254765987396
different_speaker,2035-147960-0000,2035,2086-149214-0002,2086,original,0.12510262429714203
different_speaker,2035-147960-0000,2035,2086-149214-0003,2086,original,0.1117703765630722
different_speaker,2035-147960-0000,2035,2086-149214-0004,2086,original,0.05684690549969673
different_speaker,2035-147960-0000,2035,7976-110124-0000,7976,original,0.1472066044807434
different_speaker,2035-147960-0000,2035,7976-110124-0001,7976,original,0.1853783279657364
different_speaker,2035-147960-0000,2035,7976-110124-0002,7976,original,0.12164367735385895
different_speaker,2035-147960-0000,2035,7976-110124-0003,7976,original,0.15632212162017822
different_speaker,2035-147960-0000,2035,7976-110124-0004,7976,original,0.19690965116024017
different_speaker,2035-147960-0000,2035,1988-147956-0000,1988,original,0.24037081003189087
different_speaker,2035-147960-0000,2035,1988-147956-0001,1988,original,0.23114775121212006
different_speaker,2035-147960-0000,2035,1988-147956-0002,1988,original,0.20246927440166473
different_speaker,2035-147960-0000,2035,1988-147956-0003,1988,original,0.21200886368751526
different_speaker,2035-147960-0000,2035,1988-147956-0004,1988,original,0.223556250333786
same_speaker,2035-147960-0001,2035,2035-147960-0002,2035,original,0.7724454998970032
same_speaker,2035-147960-0001,2035,2035-147960-0003,2035,original,0.7031786441802979
same_speaker,2035-147960-0001,2035,2035-147960-0004,2035,original,0.657590389251709
different_speaker,2035-147960-0001,2035,2086-149214-0000,2086,original,0.12004047632217407
different_speaker,2035-147960-0001,2035,2086-149214-0001,2086,original,0.15153458714485168
different_speaker,2035-147960-0001,2035,2086-149214-0002,2086,original,0.15933208167552948
different_speaker,2035-147960-0001,2035,2086-149214-0003,2086,original,0.129146546125412
different_speaker,2035-147960-0001,2035,2086-149214-0004,2086,original,0.11186118423938751
different_speaker,2035-147960-0001,2035,7976-110124-0000,7976,original,0.16679979860782623
different_speaker,2035-147960-0001,2035,7976-110124-0001,7976,original,0.19281108677387238
different_speaker,2035-147960-0001,2035,7976-110124-0002,7976,original,0.1398637890815735
different_speaker,2035-147960-0001,2035,7976-110124-0003,7976,original,0.20114248991012573
different_speaker,2035-147960-0001,2035,7976-110124-0004,7976,original,0.24651925265789032
different_speaker,2035-147960-0001,2035,1988-147956-0000,1988,original,0.14317020773887634
different_speaker,2035-147960-0001,2035,1988-147956-0001,1988,original,0.12924087047576904
different_speaker,2035-147960-0001,2035,1988-147956-0002,1988,original,0.11815570294857025
different_speaker,2035-147960-0001,2035,1988-147956-0003,1988,original,0.1295783370733261
different_speaker,2035-147960-0001,2035,1988-147956-0004,1988,original,0.13516740500926971
same_speaker,2035-147960-0002,2035,2035-147960-0003,2035,original,0.7936069369316101
same_speaker,2035-147960-0002,2035,2035-147960-0004,2035,original,0.7338269352912903
different_speaker,2035-147960-0002,2035,2086-149214-0000,2086,original,0.11430712789297104
different_speaker,2035-147960-0002,2035,2086-149214-0001,2086,original,0.14041106402873993
different_speaker,2035-147960-0002,2035,2086-149214-0002,2086,original,0.13050226867198944
different_speaker,2035-147960-0002,2035,2086-149214-0003,2086,original,0.12325858324766159
different_speaker,2035-147960-0002,2035,2086-149214-0004,2086,original,0.12423482537269592
different_speaker,2035-147960-0002,2035,7976-110124-0000,7976,original,0.1304589956998825
different_speaker,2035-147960-0002,2035,7976-110124-0001,7976,original,0.17647738754749298
different_speaker,2035-147960-0002,2035,7976-110124-0002,7976,original,0.08198659121990204
different_speaker,2035-147960-0002,2035,7976-110124-0003,7976,original,0.15790948271751404
different_speaker,2035-147960-0002,2035,7976-110124-0004,7976,original,0.18627767264842987
different_speaker,2035-147960-0002,2035,1988-147956-0000,1988,original,0.21894800662994385
different_speaker,2035-147960-0002,2035,1988-147956-0001,1988,original,0.1543615758419037
different_speaker,2035-147960-0002,2035,1988-147956-0002,1988,original,0.21799862384796143
different_speaker,2035-147960-0002,2035,1988-147956-0003,1988,original,0.15701764822006226
different_speaker,2035-147960-0002,2035,1988-147956-0004,1988,original,0.1716964840888977
same_speaker,2035-147960-0003,2035,2035-147960-0004,2035,original,0.7093154788017273
different_speaker,2035-147960-0003,2035,2086-149214-0000,2086,original,0.09650181233882904
different_speaker,2035-147960-0003,2035,2086-149214-0001,2086,original,0.18420907855033875
different_speaker,2035-147960-0003,2035,2086-149214-0002,2086,original,0.11751355230808258
different_speaker,2035-147960-0003,2035,2086-149214-0003,2086,original,0.1296973079442978
different_speaker,2035-147960-0003,2035,2086-149214-0004,2086,original,0.0728973001241684
different_speaker,2035-147960-0003,2035,7976-110124-0000,7976,original,0.06548802554607391
different_speaker,2035-147960-0003,2035,7976-110124-0001,7976,original,0.13372835516929626
different_speaker,2035-147960-0003,2035,7976-110124-0002,7976,original,0.08975829184055328
different_speaker,2035-147960-0003,2035,7976-110124-0003,7976,original,0.10799121856689453
different_speaker,2035-147960-0003,2035,7976-110124-0004,7976,original,0.15143626928329468
different_speaker,2035-147960-0003,2035,1988-147956-0000,1988,original,0.19613772630691528
different_speaker,2035-147960-0003,2035,1988-147956-0001,1988,original,0.18298646807670593
different_speaker,2035-147960-0003,2035,1988-147956-0002,1988,original,0.24963954091072083
different_speaker,2035-147960-0003,2035,1988-147956-0003,1988,original,0.19065038859844208
different_speaker,2035-147960-0003,2035,1988-147956-0004,1988,original,0.18777424097061157
different_speaker,2035-147960-0004,2035,2086-149214-0000,2086,original,0.12062389403581619
different_speaker,2035-147960-0004,2035,2086-149214-0001,2086,original,0.20282311737537384
different_speaker,2035-147960-0004,2035,2086-149214-0002,2086,original,0.22837461531162262
different_speaker,2035-147960-0004,2035,2086-149214-0003,2086,original,0.14843030273914337
different_speaker,2035-147960-0004,2035,2086-149214-0004,2086,original,0.1581222265958786
different_speaker,2035-147960-0004,2035,7976-110124-0000,7976,original,0.13428792357444763
different_speaker,2035-147960-0004,2035,7976-110124-0001,7976,original,0.10202427953481674
different_speaker,2035-147960-0004,2035,7976-110124-0002,7976,original,0.10886968672275543
different_speaker,2035-147960-0004,2035,7976-110124-0003,7976,original,0.11433807015419006
different_speaker,2035-147960-0004,2035,7976-110124-0004,7976,original,0.11808377504348755
different_speaker,2035-147960-0004,2035,1988-147956-0000,1988,original,0.11915206909179688
different_speaker,2035-147960-0004,2035,1988-147956-0001,1988,original,0.13711097836494446
different_speaker,2035-147960-0004,2035,1988-147956-0002,1988,original,0.11071167141199112
different_speaker,2035-147960-0004,2035,1988-147956-0003,1988,original,0.12447984516620636
different_speaker,2035-147960-0004,2035,1988-147956-0004,1988,original,0.12186475098133087
same_speaker,2086-149214-0000,2086,2086-149214-0001,2086,original,0.8156060576438904
same_speaker,2086-149214-0000,2086,2086-149214-0002,2086,original,0.83196622133255
same_speaker,2086-149214-0000,2086,2086-149214-0003,2086,original,0.8556294441223145
same_speaker,2086-149214-0000,2086,2086-149214-0004,2086,original,0.8397378921508789
different_speaker,2086-149214-0000,2086,7976-110124-0000,7976,original,0.05963578820228577
different_speaker,2086-149214-0000,2086,7976-110124-0001,7976,original,0.08304102718830109
different_speaker,2086-149214-0000,2086,7976-110124-0002,7976,original,0.03669513761997223
different_speaker,2086-149214-0000,2086,7976-110124-0003,7976,original,0.05818810313940048
different_speaker,2086-149214-0000,2086,7976-110124-0004,7976,original,0.03827545791864395
different_speaker,2086-149214-0000,2086,1988-147956-0000,1988,original,0.23006437718868256
different_speaker,2086-149214-0000,2086,1988-147956-0001,1988,original,0.22545868158340454
different_speaker,2086-149214-0000,2086,1988-147956-0002,1988,original,0.1816125512123108
different_speaker,2086-149214-0000,2086,1988-147956-0003,1988,original,0.25158077478408813
different_speaker,2086-149214-0000,2086,1988-147956-0004,1988,original,0.17713108658790588
same_speaker,2086-149214-0001,2086,2086-149214-0002,2086,original,0.8476330041885376
same_speaker,2086-149214-0001,2086,2086-149214-0003,2086,original,0.8293149471282959
same_speaker,2086-149214-0001,2086,2086-149214-0004,2086,original,0.8354215621948242
different_speaker,2086-149214-0001,2086,7976-110124-0000,7976,original,0.11230765283107758
different_speaker,2086-149214-0001,2086,7976-110124-0001,7976,original,0.1021941602230072
different_speaker,2086-149214-0001,2086,7976-110124-0002,7976,original,0.07034151256084442
different_speaker,2086-149214-0001,2086,7976-110124-0003,7976,original,0.07149937748908997
different_speaker,2086-149214-0001,2086,7976-110124-0004,7976,original,0.07380920648574829
different_speaker,2086-149214-0001,2086,1988-147956-0000,1988,original,0.2832581102848053
different_speaker,2086-149214-0001,2086,1988-147956-0001,1988,original,0.2871742844581604
different_speaker,2086-149214-0001,2086,1988-147956-0002,1988,original,0.2287217229604721
different_speaker,2086-149214-0001,2086,1988-147956-0003,1988,original,0.27138298749923706
different_speaker,2086-149214-0001,2086,1988-147956-0004,1988,original,0.27457669377326965
same_speaker,2086-149214-0002,2086,2086-149214-0003,2086,original,0.8262777328491211
same_speaker,2086-149214-0002,2086,2086-149214-0004,2086,original,0.9010957479476929
different_speaker,2086-149214-0002,2086,7976-110124-0000,7976,original,0.0896318107843399
different_speaker,2086-149214-0002,2086,7976-110124-0001,7976,original,0.08594740927219391
different_speaker,2086-149214-0002,2086,7976-110124-0002,7976,original,0.07742597162723541
different_speaker,2086-149214-0002,2086,7976-110124-0003,7976,original,0.057001836597919464
different_speaker,2086-149214-0002,2086,7976-110124-0004,7976,original,0.048485249280929565
different_speaker,2086-149214-0002,2086,1988-147956-0000,1988,original,0.23941394686698914
different_speaker,2086-149214-0002,2086,1988-147956-0001,1988,original,0.2529575526714325
different_speaker,2086-149214-0002,2086,1988-147956-0002,1988,original,0.1700449436903
different_speaker,2086-149214-0002,2086,1988-147956-0003,1988,original,0.20827491581439972
different_speaker,2086-149214-0002,2086,1988-147956-0004,1988,original,0.2089308202266693
same_speaker,2086-149214-0003,2086,2086-149214-0004,2086,original,0.8314690589904785
different_speaker,2086-149214-0003,2086,7976-110124-0000,7976,original,0.14319154620170593
different_speaker,2086-149214-0003,2086,7976-110124-0001,7976,original,0.14692971110343933
different_speaker,2086-149214-0003,2086,7976-110124-0002,7976,original,0.08812825381755829
different_speaker,2086-149214-0003,2086,7976-110124-0003,7976,original,0.10824593901634216
different_speaker,2086-149214-0003,2086,7976-110124-0004,7976,original,0.1170637384057045
different_speaker,2086-149214-0003,2086,1988-147956-0000,1988,original,0.1906898319721222
different_speaker,2086-149214-0003,2086,1988-147956-0001,1988,original,0.19015395641326904
different_speaker,2086-149214-0003,2086,1988-147956-0002,1988,original,0.16512268781661987
different_speaker,2086-149214-0003,2086,1988-147956-0003,1988,original,0.21082265675067902
different_speaker,2086-149214-0003,2086,1988-147956-0004,1988,original,0.14986570179462433
different_speaker,2086-149214-0004,2086,7976-110124-0000,7976,original,0.11228801310062408
different_speaker,2086-149214-0004,2086,7976-110124-0001,7976,original,0.09582708775997162
different_speaker,2086-149214-0004,2086,7976-110124-0002,7976,original,0.08919574320316315
different_speaker,2086-149214-0004,2086,7976-110124-0003,7976,original,0.09128133207559586
different_speaker,2086-149214-0004,2086,7976-110124-0004,7976,original,0.07238201051950455
different_speaker,2086-149214-0004,2086,1988-147956-0000,1988,original,0.21276883780956268
different_speaker,2086-149214-0004,2086,1988-147956-0001,1988,original,0.23664939403533936
different_speaker,2086-149214-0004,2086,1988-147956-0002,1988,original,0.1427011936903
different_speaker,2086-149214-0004,2086,1988-147956-0003,1988,original,0.20697297155857086
different_speaker,2086-149214-0004,2086,1988-147956-0004,1988,original,0.20639944076538086
same_speaker,7976-110124-0000,7976,7976-110124-0001,7976,original,0.8115314841270447
same_speaker,7976-110124-0000,7976,7976-110124-0002,7976,original,0.7616536021232605
same_speaker,7976-110124-0000,7976,7976-110124-0003,7976,original,0.7394021153450012
same_speaker,7976-110124-0000,7976,7976-110124-0004,7976,original,0.6783171892166138
different_speaker,7976-110124-0000,7976,1988-147956-0000,1988,original,0.04423512518405914
different_speaker,7976-110124-0000,7976,1988-147956-0001,1988,original,0.08375975489616394
different_speaker,7976-110124-0000,7976,1988-147956-0002,1988,original,0.014188610017299652
different_speaker,7976-110124-0000,7976,1988-147956-0003,1988,original,0.14234334230422974
different_speaker,7976-110124-0000,7976,1988-147956-0004,1988,original,0.0800950676202774
same_speaker,7976-110124-0001,7976,7976-110124-0002,7976,original,0.8220577239990234
same_speaker,7976-110124-0001,7976,7976-110124-0003,7976,original,0.8622745275497437
same_speaker,7976-110124-0001,7976,7976-110124-0004,7976,original,0.7031411528587341
different_speaker,7976-110124-0001,7976,1988-147956-0000,1988,original,0.07820653915405273
different_speaker,7976-110124-0001,7976,1988-147956-0001,1988,original,0.1156606450676918
different_speaker,7976-110124-0001,7976,1988-147956-0002,1988,original,0.07968305051326752
different_speaker,7976-110124-0001,7976,1988-147956-0003,1988,original,0.16955585777759552
different_speaker,7976-110124-0001,7976,1988-147956-0004,1988,original,0.11216676235198975
same_speaker,7976-110124-0002,7976,7976-110124-0003,7976,original,0.8255154490470886
same_speaker,7976-110124-0002,7976,7976-110124-0004,7976,original,0.7465165257453918
different_speaker,7976-110124-0002,7976,1988-147956-0000,1988,original,0.0961059182882309
different_speaker,7976-110124-0002,7976,1988-147956-0001,1988,original,0.18312077224254608
different_speaker,7976-110124-0002,7976,1988-147956-0002,1988,original,0.08318226784467697
different_speaker,7976-110124-0002,7976,1988-147956-0003,1988,original,0.20257370173931122
different_speaker,7976-110124-0002,7976,1988-147956-0004,1988,original,0.19508787989616394
same_speaker,7976-110124-0003,7976,7976-110124-0004,7976,original,0.7198411226272583
different_speaker,7976-110124-0003,7976,1988-147956-0000,1988,original,0.05659135431051254
different_speaker,7976-110124-0003,7976,1988-147956-0001,1988,original,0.09638061374425888
different_speaker,7976-110124-0003,7976,1988-147956-0002,1988,original,0.040202945470809937
different_speaker,7976-110124-0003,7976,1988-147956-0003,1988,original,0.10919998586177826
different_speaker,7976-110124-0003,7976,1988-147956-0004,1988,original,0.10932707786560059
different_speaker,7976-110124-0004,7976,1988-147956-0000,1988,original,0.026987239718437195
different_speaker,7976-110124-0004,7976,1988-147956-0001,1988,original,0.11341498792171478
different_speaker,7976-110124-0004,7976,1988-147956-0002,1988,original,0.07290825247764587
different_speaker,7976-110124-0004,7976,1988-147956-0003,1988,original,0.14106933772563934
different_speaker,7976-110124-0004,7976,1988-147956-0004,1988,original,0.09681199491024017
same_speaker,1988-147956-0000,1988,1988-147956-0001,1988,original,0.8724492788314819
same_speaker,1988-147956-0000,1988,1988-147956-0002,1988,original,0.7192227840423584
same_speaker,1988-147956-0000,1988,1988-147956-0003,1988,original,0.6827936768531799
same_speaker,1988-147956-0000,1988,1988-147956-0004,1988,original,0.886885941028595
same_speaker,1988-147956-0001,1988,1988-147956-0002,1988,original,0.6963667869567871
same_speaker,1988-147956-0001,1988,1988-147956-0003,1988,original,0.7490500211715698
same_speaker,1988-147956-0001,1988,1988-147956-0004,1988,original,0.8896346092224121
same_speaker,1988-147956-0002,1988,1988-147956-0003,1988,original,0.5475165843963623
same_speaker,1988-147956-0002,1988,1988-147956-0004,1988,original,0.6947267055511475
same_speaker,1988-147956-0003,1988,1988-147956-0004,1988,original,0.7091411352157593
pitch_-3,2277-149896-0000,2277,2277-149896-0000,2277,pitch_-3,0.12695902585983276
pitch_+3,2277-149896-0000,2277,2277-149896-0000,2277,pitch_+3,0.2290775328874588
pitch_-3,2277-149896-0001,2277,2277-149896-0001,2277,pitch_-3,0.17157918214797974
pitch_+3,2277-149896-0001,2277,2277-149896-0001,2277,pitch_+3,0.20560240745544434
pitch_-3,2277-149896-0002,2277,2277-149896-0002,2277,pitch_-3,0.17963151633739471
pitch_+3,2277-149896-0002,2277,2277-149896-0002,2277,pitch_+3,0.249923437833786
pitch_-3,2277-149896-0003,2277,2277-149896-0003,2277,pitch_-3,0.15903522074222565
pitch_+3,2277-149896-0003,2277,2277-149896-0003,2277,pitch_+3,0.12519890069961548
pitch_-3,2277-149896-0004,2277,2277-149896-0004,2277,pitch_-3,0.09502522647380829
pitch_+3,2277-149896-0004,2277,2277-149896-0004,2277,pitch_+3,0.19672654569149017
pitch_-3,2035-147960-0000,2035,2035-147960-0000,2035,pitch_-3,0.17495319247245789
pitch_+3,2035-147960-0000,2035,2035-147960-0000,2035,pitch_+3,0.3569739758968353
pitch_-3,2035-147960-0001,2035,2035-147960-0001,2035,pitch_-3,0.17471632361412048
pitch_+3,2035-147960-0001,2035,2035-147960-0001,2035,pitch_+3,0.34650304913520813
pitch_-3,2035-147960-0002,2035,2035-147960-0002,2035,pitch_-3,0.22778184711933136
pitch_+3,2035-147960-0002,2035,2035-147960-0002,2035,pitch_+3,0.5027590394020081
pitch_-3,2035-147960-0003,2035,2035-147960-0003,2035,pitch_-3,0.1498149186372757
pitch_+3,2035-147960-0003,2035,2035-147960-0003,2035,pitch_+3,0.46145936846733093
pitch_-3,2035-147960-0004,2035,2035-147960-0004,2035,pitch_-3,0.21175074577331543
pitch_+3,2035-147960-0004,2035,2035-147960-0004,2035,pitch_+3,0.3946302533149719
pitch_-3,2086-149214-0000,2086,2086-149214-0000,2086,pitch_-3,0.27439868450164795
pitch_+3,2086-149214-0000,2086,2086-149214-0000,2086,pitch_+3,0.30898791551589966
pitch_-3,2086-149214-0001,2086,2086-149214-0001,2086,pitch_-3,0.31967830657958984
pitch_+3,2086-149214-0001,2086,2086-149214-0001,2086,pitch_+3,0.2718527019023895
pitch_-3,2086-149214-0002,2086,2086-149214-0002,2086,pitch_-3,0.35422417521476746
pitch_+3,2086-149214-0002,2086,2086-149214-0002,2086,pitch_+3,0.23844420909881592
pitch_-3,2086-149214-0003,2086,2086-149214-0003,2086,pitch_-3,0.28709232807159424
pitch_+3,2086-149214-0003,2086,2086-149214-0003,2086,pitch_+3,0.21433334052562714
pitch_-3,2086-149214-0004,2086,2086-149214-0004,2086,pitch_-3,0.39558398723602295
pitch_+3,2086-149214-0004,2086,2086-149214-0004,2086,pitch_+3,0.30699044466018677
pitch_-3,7976-110124-0000,7976,7976-110124-0000,7976,pitch_-3,0.20433709025382996
pitch_+3,7976-110124-0000,7976,7976-110124-0000,7976,pitch_+3,0.14067625999450684
pitch_-3,7976-110124-0001,7976,7976-110124-0001,7976,pitch_-3,0.1747705191373825
pitch_+3,7976-110124-0001,7976,7976-110124-0001,7976,pitch_+3,0.10313230007886887
